ETABLISSEMENT;PRIVE.PUBLIQUE;DEGRE;DENOMINATION;NOM_ECOLE;STATUT;ADRESSE;VILLE;ADRESS;LATITUDE;LONGITUDE;icon
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;JOSEPHINE BAKER;NON DEMANDE;1 PLACE DE LA MEMOIRE 86580;VOUNEUIL-SOUS-BIARD;COLLEGE JOSEPHINE BAKER, RUE FIRMIN PETIT, POUZIOUX-LA-JARRIE, VOUNEUIL-SOUS-BIARD, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86580, FRANCE;46,6009892;0,291205563;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU J. BAKER - VOUNEUIL-SS-BIARD;NON DEMANDE;1 PLACE DE LA MEMOIRE 86580;VOUNEUIL-SOUS-BIARD;COLLEGE JOSEPHINE BAKER, RUE FIRMIN PETIT, POUZIOUX-LA-JARRIE, VOUNEUIL-SOUS-BIARD, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86580, FRANCE;46,6009892;0,291205563;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LE MERIDIEN;NON DEMANDE;1 PLACE DU MERIDIEN 86190;CHALANDRAY;1 PLACE DU MERIDIEN 86190, CHALANDRAY;46,66103124;-0,000777572;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DES HIRONDELLES;NON DEMANDE;1 ROUTE DE MIREBEAU 86170;VOUZAILLES;1 ROUTE DE MIREBEAU 86170, VOUZAILLES;46,7096081;0,0960982;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DES CAPUCINES;NON DEMANDE;1 ROUTE DE SOSSAY 86140;ST GENEST D AMBIERE;1 ROUTE DE SOSSAY 86140, ST GENEST D AMBIERE;46,83469012;0,378575372;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ANDRE BROUILLET;NON DEMANDE;1 ROUTE DE VERGNE 86400;SAVIGNE;1 ROUTE DE VERGNE 86400, SAVIGNE;46,16127056;0,315584574;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LE VIGEANT;NON DEMANDE;1 ROUTE DU 4 AOUT 86150;LE VIGEANT;ROUTE DU QUATRE AOUT, LE VIGEANT, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86150, FRANCE;46,22467202;0,649189059;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;RENE BOURIAU;NON DEMANDE;1 ROUTE DU CHARRAULT 86800;LINIERS;1 ROUTE DU CHARRAULT 86800, LINIERS;46,6126186;0,5371009;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;BLANZAY;NON DEMANDE;1 ROUTE DU SAVOIR 86400;BLANZAY;1 ROUTE DU SAVOIR 86400, BLANZAY;46,20217691;0,250270852;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JACQUES-YVES COUSTEAU;NON DEMANDE;1 RUE DE LA FORET 86800;BIGNOUX;1 RUE DE LA FORET 86800, BIGNOUX;46,60897353;0,469257185;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DU LAC;NON DEMANDE;1 RUE DE LA MAIRIE 86130;BEAUMONT ST CYR;1 RUE DE LA MAIRIE 86130, BEAUMONT ST CYR;46,717135;0,453991288;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PAUL ELUARD;NON DEMANDE;1 RUE DES ECOLES 86130;JAUNAY MARIGNY;1 RUE DES ECOLES 86130, JAUNAY MARIGNY;46,68378244;0,374667657;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JACQUES CHARPENTREAU;NON DEMANDE;1 RUE DES ECOLES 86340;NIEUIL L ESPOIR;1 RUE DES ECOLES 86340, NIEUIL L ESPOIR;46,48339284;0,453226558;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;SAINT GABRIEL;NON DEMANDE;1 RUE DES MENANTS 86220;DANGE ST ROMAIN;1 RUE DES MENANTS 86220, DANGE ST ROMAIN;46,93837583;0,607503094;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JACQUES PREVERT;NON DEMANDE;1 RUE DES MEURES 86200;LOUDUN;1 RUE DES MEURES 86200, LOUDUN;47,0103871;0,0873314;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;CHAVAGNES SAINT JOSEPH;NON DEMANDE;1 RUE DU CHATEAU 86200;LOUDUN;1 RUE DU CHATEAU 86200, LOUDUN;47,00949113;0,079955163;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;CHARROUX;NON DEMANDE;1 RUE DU CHATEAU 86250;CHARROUX;1 RUE DU CHATEAU 86250, CHARROUX;46,14505034;0,401800745;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;MARCEL JOLLIET;NON DEMANDE;1 RUE DU COMMERCE 86130;ST GEORGES LES BAILLARGEAUX;1 RUE DU COMMERCE 86130, ST GEORGES LES BAILLARGEAUX;46,67111016;0,400437931;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;GASTON HABRIOUX;NON DEMANDE;1 RUE DU PIN 86370;CHATEAU LARCHER;1 RUE DU PIN 86370, CHATEAU LARCHER;46,41996002;0,309506826;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;RAOUL BONNET;NON DEMANDE;1 RUE EDOUARD NORMAND 86700;COUHE;1 RUE EDOUARD NORMAND 86700, COUHE;46,30069085;0,18734225;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ARC EN CIEL;NON DEMANDE;1 RUE IMPASSE DU CHATEAU 86600;CURZAY SUR VONNE;ECOLE PRIMAIRE CURZAY SUR VONNE, ROUTE DE POITIERS, TRESAIGRE, CURZAY-SUR-VONNE, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86600, FRANCE;46,49099585;0,046477319;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;HENRI IV;NON DEMANDE;1 RUE LOUIS RENARD;POITIERS;COLLEGE HENRI IV, RUE SAINTE-CATHERINE, LE CARMEL, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86000, FRANCE;46,57861415;0,342399131;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;BEUXES;NON DEMANDE;1 RUE MAISON NEUVE 86120;BEUXES;1 RUE MAISON NEUVE 86120, BEUXES;47,09478135;0,18224936;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;LA SAGESSE;NON DEMANDE;1 RUE THIERS 86110;MIREBEAU;1 RUE THIERS 86110, MIREBEAU;46,78625013;0,183968541;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MARCEL PAGNOL;NON DEMANDE;1 TER RUE DES BLANCHARDS 86540;THURE;1 TER RUE DES BLANCHARDS 86540, THURE;46,83185977;0,460127961;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ROMAGNE;NON DEMANDE;10 ROUTE DE COUHE 86700;ROMAGNE;10 ROUTE DE COUHE 86700, ROMAGNE;46,27231459;0,298082406;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;ALPHONSE DAUDET;NON DEMANDE;10 RUE ALPHONSE DAUDET 86000;POITIERS;10 RUE ALPHONSE DAUDET 86000, POITIERS;46,59240563;0,364392607;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;GROUPE SCOLAIRE LOUISE D'AUBERY;BOIVRE LA VALLEE;NON DEMANDE;10 RUE DE L ETANG DU ROY 86470;BOIVRE LA VALLEE;ECOLE PRIMAIRE MONTREUIL BONNIN, RUE DE L'ETANG DU ROI, MAISONNEUVE, MONTREUIL-BONNIN, BOIVRE-LA-VALLEE, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86470, FRANCE;46,54980975;0,141277693;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;QUEAUX;NON DEMANDE;10 RUE DE LA MAIRIE 86150;QUEAUX;10 RUE DE LA MAIRIE 86150, QUEAUX;46,32613743;0,667479361;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;VARENNE;NON DEMANDE;10 RUE DE LA VARENNE 86300;CHAUVIGNY;10 RUE DE LA VARENNE 86300, CHAUVIGNY;46,56645578;0,645380799;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU FRANCE BLOCH-SERAZIN;NON DEMANDE;10 RUE DE VALENCAY 86000;POITIERS;10 RUE DE VALENCAY 86000, POITIERS;46,5718837;0,385810572;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;FRANCE BLOCH-SERAZIN;NON DEMANDE;10 RUE DE VALENCAY 86034;POITIERS;10 RUE DE VALENCAY 86034, POITIERS;46,5718837;0,385810572;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DES ILES;NON DEMANDE;10 RUE DES ILES 86700;COUHE;ECOLE PRIMAIRE GROUPE SCOLAIRE BONNET LAFFONT, 2, RUE EDOUARD NORMAND, COUHE, VALENCE-EN-POITOU, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86700, FRANCE;46,3002765;0,1871116;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;MAURICE FOMBEURE;NON DEMANDE;10 RUE DU PETIT BORNAIS 86210;BONNEUIL MATOURS;10 RUE DU PETIT BORNAIS 86210, BONNEUIL MATOURS;46,68005825;0,569379837;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SAINT-EXUPERY;NON DEMANDE;10 RUE SAINT-EXUPERY 86130;JAUNAY-MARIGNY;10 RUE SAINT-EXUPERY 86130, JAUNAY-MARIGNY;46,67816855;0,375190021;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU THEOPHRASTE RENAUDOT;NON DEMANDE;100 ROUTE DE LIGUGE 86280;SAINT-BENOIT;100 ROUTE DE LIGUGE 86280, SAINT-BENOIT;46,5509251;0,319747381;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;THEOPHRASTE RENAUDOT;NON DEMANDE;100 ROUTE DE LIGUGE 86280;SAINT-BENOIT;100 ROUTE DE LIGUGE 86280, SAINT-BENOIT;46,5509251;0,319747381;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LOUIS PERGAUD;NON DEMANDE;11 BIS ROUTE DE VAUX 86220;DANGE ST ROMAIN;11 BIS ROUTE DE VAUX 86220, DANGE ST ROMAIN;46,93179306;0,595169723;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;GEORGE SAND;NON DEMANDE;11 RUE ARTHUR RANC 86100;CHATELLERAULT;11 RUE ARTHUR RANC 86100, CHATELLERAULT;46,80527211;0,549230105;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU GEORGE SAND;NON DEMANDE;11 RUE ARTHUR RANC 86100;CHATELLERAULT;11 RUE ARTHUR RANC 86100, CHATELLERAULT;46,80527211;0,549230105;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ABEL THEVENET;NON DEMANDE;11 RUE D AZAT LE RIS 86390;LATHUS ST REMY;ROUTE D'AZAT-LE-RIS, LATHUS, LATHUS-SAINT-REMY, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86390, FRANCE;46,33411952;0,968153866;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JACQUES BREL;NON DEMANDE;11 RUE DU COMMERCE, GRAND' MAISON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86000, FRANCE ;POITIERS;11 RUE DU COMMERCE, GRAND' MAISON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86000, FRANCE , POITIERS;46,5660886;0,349421896;www/black.png
